touchpoint_id,account_id,date_key,channel_key,campaign_key,ad_spend,impressions,clicks,click_through_rate,cost_per_click,landing_page_visits,form_submissions,demo_requests,mql_generated,sql_generated,opportunities_created,deal_closed,deal_value,sales_cycle_days,roi,roas,cost_per_acquisition,estimated_ltv,engagement_score,email_opens,email_clicks,content_downloads
23927,1531,20240531,139,6,1118.79,70295,8391,19.72,25.296,3611,1454,294,114,33,57,0,0,164,-100,0,0,0,16,15,5,4
23928,1127,20240201,129,16,5769.555,62097,13818,2.46,288.14,5612,1520,153,55,14,5,0,0,342,-100,0,0,0,0,13,21,11
23929,1205,20241129,191,32,1835.23,266548,1751,21.28,260.41,5843,821,488,276,84,50,0,0,0,-100,0,0,0,109,34,1,10
23930,1029,20241216,267,11,10954.34,493489,2314,12.74,474.668,4161,1618,163,214,84,51,0,0,239,-100,0,0,0,70,0,5,18
23931,1445,20240520,361,29,2207.18,363294,12632,13.27,348.99,2399,1329,148,41,41,33,0,0,210,-100,0,0,0,68,9,14,14
23933,1464,20240723,9,27,4833.02,400502,2391,14.17,414.88,3093,826,326,32,32,31,0,0,134,-100,0,0,0,20,30,12,7
23934,1280,20240224,220,1,2076.85,114402,0,11.44,474.668,843,1648,394,280,102,72,0,0,146,-100,0,0,0,36,38,18,2
23935,1151,20241201,197,21,1610.29,346536,14867,20.78,449.23,2378,1017,157,297,48,72,0,0,367,-100,0,0,0,29,48,3,9
23936,1240,20240221,362,10,4380.79,71028,4610,24.14,474.668,7271,1989,277,169,20,72,0,0,175,-100,0,0,0,36,33,3,10
23937,1266,20240519,50,13,11036.64,143812,13204,18.88,352.94,2088,962,408,155,107,6,0,0,304,-100,0,0,0,0,18,4,7
23938,1694,20240901,235,24,737.548,304330,958,22.92,72.74,4650,507,481,13,13,57,0,0,214,-100,0,0,0,103,46,20,10
23939,1105,20240605,77,6,2532.22,378089,13065,19.55,454.3,5973,185,286,266,11,61,0,0,247,-100,0,0,0,97,14,9,16
23940,1433,20240218,273,32,9899.51,223100,13081,19.86,254.4,7136,1346,394,274,19,47,0,0,140,-100,0,0,0,93,47,16,9
23941,1497,20240710,182,3,2980.57,238866,9723,5.92,249.4,7811,1338,304,157,35,5,1,57740.32061934019,149,1837.2241087892648,19.372241087892647,2980.57,69288.38474320823,13,15,14,13
23942,1440,20240312,207,12,5321.05,70488,0,23.24,274.14,2550,1707,359,236,123,33,0,0,206,-100,0,0,0,12,16,13,14
23943,1748,20241129,148,4,1227.58,499700,11,3.3,105.37,4032,1540,276,41,41,60,0,0,257,-100,0,0,0,78,18,15,8
23944,1685,20240326,226,36,9552.33,307803,4841,13.52,104.82,1861,340,310,88,88,39,0,0,0,-100,0,0,0,59,34,5,1
23945,1158,20240425,109,1,8850.71,34692,8461,1.71,284.03,6361,972,390,140,57,3,0,0,269,-100,0,0,0,19,25,14,4
23946,1172,20240823,147,14,1580.36,249070,2350,9.44,388.38,6120,1511,73,272,112,45,0,0,37,-100,0,0,0,21,7,20,19
23949,1403,20240528,106,20,9587.99,284877,8603,2.26,92.25,3116,1860,449,223,26,75,0,0,351,-100,0,0,0,73,9,1,13
23950,1669,20240922,308,12,5769.555,56972,3282,13.58,207.53,2605,611,316,203,41,70,0,0,84,-100,0,0,0,45,3,0,6
23951,1770,20240312,347,28,6252.92,109470,1735,1.94,35.65,1155,913,99,268,83,59,0,0,349,-100,0,0,0,118,14,15,7
23952,1676,20241122,29,5,8982.52,441690,11897,8,308.12,3406,310,428,258,66,57,0,0,233,-100,0,0,0,89,35,23,8
23953,1659,20240923,365,21,2891.68,173288,6007,19.15,426.23,7520,1251,381,267,15,26,0,0,300,-100,0,0,0,131,37,20,7
23954,1666,20241229,289,7,737.548,481976,10927,8.33,230.85,6559,1752,5,143,90,31,0,0,0,-100,0,0,0,0,44,23,4
23955,1463,20240325,294,2,4137.81,269697,7162,10.2,429.41,4352,475,229,38,21,20,0,0,238,-100,0,0,0,101,3,12,11
23956,1367,20240210,296,38,1872.41,28433,5693,19.35,350.19,7249,189,64,266,147,24,0,0,139,-100,0,0,0,43,25,12,12
23957,1550,20240823,106,2,11274.85,267453,0,4.14,371.92,7493,1942,98,263,146,14,0,0,272,-100,0,0,0,93,8,17,5
23958,1643,20240616,181,28,11087.32,18587,3971,21,183.39,3256,472,164,221,38,50,0,0,42,-100,0,0,0,22,15,7,15
23959,1870,20240404,94,12,1772.45,0,0,1.71,169.29,7663,43,129,159,140,8,1,23662.34957252653,0,1235.0080156013726,13.350080156013728,1772.45,28394.81948703184,69,11,20,19
23960,1255,20240603,220,9,5769.555,261332,8231,6.3,66.98,6874,1846,227,212,68,35,0,0,0,-100,0,0,0,142,6,7,2
23961,1208,20240218,82,42,6136.34,480824,3976,10.43,287.96,5595,1207,362,59,59,51,1,59843.12230368776,320,875.2250087786492,9.752250087786493,6136.34,71811.74676442532,114,19,6,12
23962,1450,20241025,257,25,4814.81,57944,7225,5.76,474.668,4409,1241,84,153,90,67,0,0,305,-100,0,0,0,125,38,13,18
23965,1839,20241107,345,20,6804.9,76669,2599,7.61,186.44,7247,785,16,295,115,33,0,0,0,-100,0,0,0,66,20,2,2
23966,1478,20240603,339,31,8147.79,477851,9946,3.62,121.63,282,1477,25,10,10,36,1,12035.129074138084,181,47.71034936023245,1.4771034936023244,8147.79,14442.15489,50,46,24,19
23967,1683,20240704,332,5,737.548,255002,3829,20.33,474.668,1205,663,222,159,11,44,0,0,77,-100,0,0,0,40,49,11,14
23969,1190,20241104,263,20,2178.58,275056,8613,15.25,73.53,7822,602,99,78,54,0,0,0,296,-100,0,0,0,79,36,8,17
23970,1711,20240910,359,21,8633.75,256610,1570,24.24,155,5709,1918,294,208,66,47,0,0,77,-100,0,0,0,79,24,19,7
23971,1484,20240110,133,1,2923.04,204337,12905,1.71,366.36,2493,1789,111,269,94,73,0,0,185,-100,0,0,0,33,8,18,12
23972,1733,20240411,378,9,11046.11,390140,11521,19.47,474.668,3925,1209,308,57,57,11,0,0,24,-100,0,0,0,61,37,0,9
23973,1536,20240605,105,13,988.04,341940,14589,12.83,120.97,1795,1165,44,61,2,59,0,0,150,-100,0,0,0,36,20,16,4
23974,1756,20240724,217,5,6979.91,312179,7749,10.21,236.95,5380,596,128,46,15,50,0,0,358,-100,0,0,0,109,40,24,15
23975,1423,20241106,39,15,737.548,473407,1109,14.8,154.6,7764,468,480,72,72,64,0,0,96,-100,0,0,0,108,46,2,1
23976,1836,20240604,374,24,11274.85,0,0,6.4,164.94,4430,1309,62,190,12,14,0,0,257,-100,0,0,0,27,47,14,5
23977,1640,20240825,54,28,2603.35,385036,3448,12.12,45.53,6203,1727,227,141,141,22,0,0,162,-100,0,0,0,12,40,14,5
23978,1605,20240914,109,31,7072.26,274613,200,12.85,298.27,4249,1921,237,248,46,76,0,0,0,-100,0,0,0,0,1,18,17
23979,1812,20241116,236,36,11274.85,226535,13873,19.14,138.15,710,464,424,105,68,10,0,0,288,-100,0,0,0,88,34,3,7
23980,1133,20241003,242,36,737.548,495755,5437,14.24,109.96,307,724,471,139,27,11,0,0,317,-100,0,0,0,141,14,20,7
23981,1055,20240514,110,24,6177.18,472411,10092,14.1,66.79,4904,521,380,58,58,9,0,0,292,-100,0,0,0,132,7,5,14
23982,1510,20240827,371,21,6344.22,371862,12520,1.71,220.28,3149,378,499,57,57,35,0,0,186,-100,0,0,0,142,20,22,6
23983,1670,20240705,268,6,4250.25,191540,13238,21.16,202.93,1685,1892,219,101,56,58,0,0,374,-100,0,0,0,0,22,7,13
23984,1541,20241204,184,31,7871.9,215322,14031,11.35,379.27,4709,1181,468,202,73,36,0,0,0,-100,0,0,0,67,21,1,3
23985,1410,20240102,149,42,6533.23,455940,14479,21.99,209.66,4880,1797,454,126,31,21,1,22205.27919941649,395,239.8820981262942,3.398820981262942,6533.23,26646.33503929979,139,29,13,7
23986,1211,20240609,347,9,3027.24,499425,12923,21.28,472.36,5393,1357,15,110,110,20,0,0,349,-100,0,0,0,17,22,14,13
23987,1666,20240929,39,11,8478.45,74122,11339,15.01,225.38,4146,1176,450,110,110,47,0,0,375,-100,0,0,0,132,32,13,18
23988,1293,20240629,346,11,5620.74,70907,1095,1.71,256.86,4337,5,62,159,90,61,0,0,79,-100,0,0,0,110,7,9,5
23989,1734,20240828,257,35,5670.21,489910,5075,11.05,459.84,7877,917,239,105,102,2,1,108663.37422591155,218,1816.3906491278376,19.16390649127837,5670.21,130396.04907109386,0,6,15,13
23990,1115,20240708,371,28,11274.85,206242,5603,6.95,56.96,6188,1573,185,289,27,73,0,0,235,-100,0,0,0,0,26,4,17
23991,1670,20240613,224,15,6443.64,443725,13117,4.68,189.58,5872,1340,414,166,72,74,0,0,100,-100,0,0,0,66,19,3,8
23992,1259,20241217,182,25,9426.65,259935,9966,13.6,91.77,4314,893,60,54,44,1,0,0,50,-100,0,0,0,12,37,23,4
23993,1763,20240723,215,4,10415.27,326047,11654,9.51,268.79,3278,1649,254,224,11,40,0,0,102,-100,0,0,0,33,25,8,12
23994,1122,20240113,314,10,5769.555,0,0,18.63,413.23,2996,1489,403,75,75,51,0,0,0,-100,0,0,0,129,47,2,13
23997,1381,20240707,22,17,2224.02,17985,12893,12.87,188.05,7989,787,149,99,70,59,0,0,0,-100,0,0,0,124,41,1,5
23998,1561,20240707,38,24,8361.69,98455,0,10.5,187.78,4012,101,129,88,88,2,0,0,47,-100,0,0,0,12,17,22,6
23999,1889,20240408,4,22,11118,411284,6625,21.61,366.39,6012,273,173,40,40,14,1,145307.69176371317,89,1206.9589113483826,13.069589113483826,11118,174369.2301164558,90,25,24,9
24000,1841,20240421,346,16,737.548,327234,14488,15.33,414.41,3184,1734,180,119,15,34,0,0,0,-100,0,0,0,126,20,7,11
24001,1501,20240402,325,28,9168.54,312997,3829,19.4,168.33,119,113,274,118,19,76,0,0,91,-100,0,0,0,115,43,15,4
24003,1362,20241108,281,16,5530.3,182002,13739,4.13,43.28,6009,1841,100,55,55,45,0,0,136,-100,0,0,0,14,13,11,17
24004,1589,20241225,26,29,8142.42,469595,1647,2.3,43.37,6545,1295,376,173,17,6,0,0,161,-100,0,0,0,30,18,19,1
24005,1463,20241216,103,35,4893.39,346268,3285,2.58,364.06,7749,196,477,160,36,49,0,0,156,-100,0,0,0,0,10,15,13
24006,1438,20240529,354,11,3646.36,0,0,11.64,413.52,1266,1217,255,262,50,2,0,0,356,-100,0,0,0,51,22,17,4
24007,1127,20240326,103,19,2282.7,369556,0,9.96,138.7,4700,1514,123,121,66,23,1,76726.74728569483,0,3261.2278129274478,33.61227812927447,2282.7,92072.09674,110,32,9,4
24008,1197,20241114,256,35,11274.85,448286,7702,23.77,279.54,4904,1934,73,48,48,49,0,0,0,-100,0,0,0,21,49,14,12
24009,1221,20240905,71,14,6865.28,53293,14885,10.99,266.91,3290,862,259,230,146,52,0,0,325,-100,0,0,0,124,31,18,6
24010,1091,20240303,379,19,1577.74,209257,13402,4.09,441.91,4730,1005,411,155,87,66,0,0,0,-100,0,0,0,0,35,21,8
24011,1411,20240903,183,13,737.548,245316,8655,4.53,35.47,7598,44,386,37,37,79,0,0,261,-100,0,0,0,132,32,3,14
24012,1008,20240429,106,5,2958.52,159738,8139,8.8,315.01,7568,69,95,123,106,45,0,0,50,-100,0,0,0,142,31,14,12
24013,1544,20240109,76,28,6486.57,398861,9431,21.33,161.59,6742,788,320,20,20,2,1,29999.997441231622,31,362.4940059419944,4.624940059419943,6486.57,35999.996929477944,44,23,24,7
24014,1468,20240505,210,20,9036.29,167592,12676,17.41,383.54,7257,1422,206,106,21,45,0,0,0,-100,0,0,0,85,24,14,6
24015,1320,20240303,3,22,11274.85,372491,1539,19.36,75.16,3554,1623,268,217,117,74,0,0,0,-100,0,0,0,0,10,22,12
24016,1394,20241105,274,23,10015.66,296834,7329,8.21,345.64,5576,271,129,181,21,30,0,0,90,-100,0,0,0,142,17,12,7
24017,1269,20241227,300,32,5769.555,417265,4682,12.81,438.27,2503,313,156,112,112,65,0,0,46,-100,0,0,0,15,11,4,7
24018,1191,20240710,333,27,8014.4,181033,8939,22.51,416.24,7942,1723,32,103,56,46,1,140344.4209752271,0,1651.1531864547203,17.511531864547205,8014.4,168413.30517027254,142,43,12,6
24019,1861,20241214,361,10,6288.73,170180,9991,17.06,474.668,1024,656,433,273,129,52,0,0,377,-100,0,0,0,96,8,1,7
24020,1675,20240715,356,28,5769.555,656,0,24.24,63.47,840,1893,345,18,18,13,1,7422.585032153739,364,28.65091037616833,1.2865091037616834,5769.555,8907.102038584486,122,27,20,14
24021,1061,20241008,306,25,9427.46,310979,1939,24.24,315.17,5960,317,156,67,67,5,0,0,209,-100,0,0,0,46,44,21,3
24022,1438,20240407,153,16,2169.42,162927,8025,16.23,35.31,3084,1754,101,240,114,79,0,0,224,-100,0,0,0,104,3,22,8
24023,1264,20241004,260,29,4040.5,453898,13084,15.98,265.43,3406,1410,221,251,101,22,0,0,134,-100,0,0,0,69,25,10,16
24024,1797,20240604,206,36,11274.85,299600,163,19.27,233.74,699,862,355,271,57,51,0,0,122,-100,0,0,0,78,15,10,16
24025,1095,20240227,318,35,6882.18,354041,1977,16.85,93.59,609,1814,190,24,24,64,1,94169.14921910444,0,1268.304072533767,13.683040725337674,6882.18,113002.97906292533,41,12,9,3
24026,1553,20241026,52,4,5769.555,228785,11330,17.78,33.92,4005,264,362,251,30,43,0,0,240,-100,0,0,0,137,35,17,17
24027,1470,20240324,334,13,10216.93,32134,9845,20.26,441.13,3938,362,135,167,61,9,0,0,52,-100,0,0,0,29,8,16,9
24028,1661,20240515,303,11,9156.14,448315,0,19.01,297.82,5786,1420,209,261,114,76,1,102502.30043991037,54,1019.492498366237,11.19492498366237,9156.14,123002.76052789245,41,7,18,1
24029,1716,20240103,340,20,3946.2,435398,5869,17.28,232.39,3004,1766,404,152,57,43,0,0,382,-100,0,0,0,74,36,2,7
24030,1779,20240111,263,15,7530.24,64562,0,10.74,211.96,7870,334,204,56,56,16,0,0,192,-100,0,0,0,122,8,22,0
24031,1514,20240613,329,9,2265.43,474992,0,3.51,320.43,2208,1659,422,58,1,64,0,0,0,-100,0,0,0,34,26,4,9
24032,1690,20241201,255,13,737.548,21771,175,8.29,166.13,4344,22,192,181,122,52,0,0,253,-100,0,0,0,0,18,12,7
24033,1194,20240701,61,2,11274.85,16977,11141,17.65,363.15,6817,802,351,291,146,49,1,137724.75329118266,275,1121.521823271996,12.21521823271996,11274.85,165269.70394941917,59,45,16,11
24034,1482,20240516,218,27,8859.68,246392,5502,24.24,95.81,436,801,207,60,11,13,0,0,351,-100,0,0,0,73,33,20,1
24035,1899,20240208,59,21,11172.65,23581,10182,5.55,106.59,5572,1129,65,232,95,24,0,0,398,-100,0,0,0,104,10,8,1
24037,1435,20240226,260,9,5165.49,36651,7909,12.43,174.72,3056,336,116,219,106,60,0,0,83,-100,0,0,0,0,33,21,9
24038,1196,20240204,166,13,10344.22,5873,5873,20.19,385.81,6673,952,469,42,42,42,0,0,31,-100,0,0,0,132,35,19,0
24039,1855,20241126,101,2,9451.06,440149,11330,2.04,25.296,586,740,340,60,60,23,1,147846.37126699774,107,1464.336394721838,15.64336394721838,9451.06,177415.6455203973,19,30,9,1
24041,1498,20240420,119,18,7494.95,121167,2528,24.24,224.17,6099,1662,196,239,7,44,1,53957.34715386124,161,619.9160388509763,7.199160388509762,7494.95,64748.81658463349,100,26,1,6
24042,1212,20240805,268,3,3694.96,285006,0,13.84,36.19,583,167,368,239,131,61,0,0,187,-100,0,0,0,88,39,11,7
24043,1665,20240723,253,8,5769.555,201709,8310,14.97,356.47,775,733,256,227,3,66,0,0,256,-100,0,0,0,72,26,13,7
24044,1670,20240624,84,34,1026.72,381124,9361,8.86,164.22,1870,1305,30,265,129,78,0,0,264,-100,0,0,0,18,48,7,16
24045,1466,20240719,286,2,6540.77,310955,12626,13.27,393.39,68,1293,129,130,130,7,0,0,93,-100,0,0,0,104,45,8,12
24046,1874,20240408,197,22,4739.5,50459,7075,10.12,125.93,5695,1583,196,156,35,38,0,0,133,-100,0,0,0,86,32,19,7
24047,1651,20240610,85,30,1102.14,428903,11858,23.1,154.52,6451,803,376,6,6,9,0,0,103,-100,0,0,0,103,20,22,9
24048,1221,20240611,231,3,8634.35,12954,12954,1.71,56.88,3428,1126,11,34,34,77,0,0,339,-100,0,0,0,80,18,17,9
24049,1273,20240823,162,1,8690.58,1238,1238,21.77,103.54,7927,1345,258,83,83,45,0,0,379,-100,0,0,0,0,1,7,17
24050,1154,20240408,372,21,5769.555,443884,13533,2.39,474.668,1926,1291,182,288,87,0,0,0,106,-100,0,0,0,33,23,8,3
24051,1249,20241031,340,12,11274.85,431904,5591,13.83,314.02,7873,1694,423,218,42,68,0,0,337,-100,0,0,0,34,19,15,7
24052,1279,20240707,16,2,9345.47,16548,5346,24.24,405.62,59,18,155,228,96,57,0,0,357,-100,0,0,0,116,31,19,9
24053,1440,20240910,21,11,9673.39,26784,7303,5.58,50.16,5141,1931,20,117,105,75,0,0,33,-100,0,0,0,11,47,10,8
24054,1816,20240614,115,38,737.548,289819,4507,10.96,238.02,3546,636,488,286,129,79,0,0,43,-100,0,0,0,100,16,7,6
24055,1276,20241223,158,9,11274.85,284986,13955,11.54,25.296,3194,50,355,209,146,50,0,0,0,-100,0,0,0,88,14,14,5
24056,1514,20241124,146,6,5769.555,0,0,17,43.62,3971,1737,60,80,3,45,0,0,363,-100,0,0,0,0,31,14,16
24057,1088,20240410,159,2,6111.28,68784,11390,8.16,84.02,1470,1070,26,36,36,22,0,0,259,-100,0,0,0,140,26,19,2
24058,1799,20240720,177,24,11274.85,87616,10806,24.24,332.67,6656,1527,400,230,82,17,0,0,355,-100,0,0,0,106,45,9,15
24059,1642,20241106,87,30,7365.08,261528,2552,5.66,264.31,6191,102,412,111,111,60,0,0,0,-100,0,0,0,28,23,23,17
24060,1505,20240119,175,22,1651.16,272527,8198,24.24,422.17,2756,824,487,141,141,11,0,0,182,-100,0,0,0,48,10,21,8
24061,1590,20241225,3,34,9780.05,220571,3616,21.1,225.71,5359,243,303,206,122,56,0,0,312,-100,0,0,0,68,20,7,6
24062,1772,20240612,32,21,6719.11,229825,5487,1.71,299.7,3506,1618,195,30,30,50,0,0,180,-100,0,0,0,0,34,8,14
24063,1241,20240724,299,12,4140.36,0,0,17.66,314.32,6382,288,130,86,86,20,0,0,360,-100,0,0,0,11,22,0,6
24064,1653,20240531,207,6,2872.37,243834,9455,4.2,37.45,6890,493,86,161,147,16,0,0,140,-100,0,0,0,17,1,16,19
24065,1740,20240526,145,32,6250.82,13048,3541,20.43,434.84,730,1481,243,47,47,75,0,0,27,-100,0,0,0,58,43,0,4
24066,1675,20240515,220,16,8316.42,408010,7066,9.78,241.49,6857,1990,1,243,108,47,1,8250.939381124117,56,-0.787365463,0.9921263453654476,8316.42,9901.127257,100,16,20,15
24067,1236,20241203,234,2,10530.24,362160,14443,6.76,344.9,1473,1383,337,29,29,12,0,0,23,-100,0,0,0,95,13,17,14
24068,1128,20241217,221,28,7203.73,0,0,2.79,222.22,1324,457,90,61,61,17,1,35721.59247059069,233,395.8763372668144,4.958763372668144,7203.73,42865.910964708826,63,10,15,19
24069,1503,20240616,102,20,5012.75,217584,11885,7.16,282.08,6111,1852,268,289,137,3,0,0,89,-100,0,0,0,75,26,0,19
24070,1200,20241130,273,17,7604,12702,3012,1.9,236.94,6025,439,397,175,43,23,0,0,0,-100,0,0,0,122,9,6,19
24071,1543,20241028,187,8,5769.555,307041,9542,24.24,330.36,5733,1606,345,52,16,62,0,0,384,-100,0,0,0,104,44,24,12
24073,1650,20240526,304,32,7327.21,454612,14057,7.88,321.11,834,649,12,6,6,69,0,0,66,-100,0,0,0,0,43,20,1
24074,1492,20240928,16,8,11274.85,422715,13041,9.16,389.74,3870,480,213,75,75,45,0,0,385,-100,0,0,0,71,29,16,5
24075,1021,20240216,239,28,7485.85,182460,9847,10.9,33.62,4954,651,222,205,84,74,0,0,60,-100,0,0,0,142,9,17,9
24076,1234,20241018,278,7,8307.91,369426,2162,8.65,287.67,1311,1881,145,223,116,58,0,0,220,-100,0,0,0,44,47,3,3
24078,1791,20240816,117,24,10960.6,483047,9891,15.45,132.29,6406,1521,1,46,46,52,0,0,67,-100,0,0,0,105,47,15,9
24079,1643,20240311,178,8,1733.49,310456,7098,1.71,122.79,6962,84,260,164,57,71,1,77251.44871683835,13,4356.4115580037005,44.56411558003701,1733.49,92701.73846020602,0,30,5,17
24080,1416,20240507,120,19,5769.555,0,0,14.29,452.26,2584,1810,27,88,68,14,0,0,266,-100,0,0,0,107,4,1,3
24081,1148,20241020,307,20,11274.85,348329,345,21.86,110.22,2857,53,172,276,108,66,1,112201.5720784364,66,895.1491335001032,9.951491335001032,11274.85,134641.88649412367,105,20,8,6
24082,1029,20241012,288,34,11274.85,396713,13333,4.34,127.23,1835,612,62,227,115,17,0,0,64,-100,0,0,0,34,16,9,18
24083,1361,20240501,305,42,2320.89,86286,9385,8.59,216.6,4912,1189,376,49,29,24,1,138668.23736671696,180,5874.787144876188,59.747871448761884,2320.89,166401.88484006035,0,42,2,15
24085,1883,20240510,62,41,5769.555,283650,11679,15.81,191.1,3475,1268,172,209,68,60,0,0,314,-100,0,0,0,137,5,9,17
24086,1162,20240526,60,13,9499.3,213932,6047,2.31,295.25,547,1207,241,184,59,42,0,0,123,-100,0,0,0,37,20,24,8
24088,1852,20240307,9,21,5657.49,161336,2790,1.71,466.3,4662,952,234,239,109,27,0,0,343,-100,0,0,0,91,48,19,5
24089,1061,20241005,8,12,8124.14,33386,1841,23.24,160.88,7648,461,236,200,87,35,0,0,327,-100,0,0,0,88,4,13,5
24090,1125,20240609,20,18,10446.1,26212,14663,17.09,166.61,3437,850,95,68,68,40,0,0,190,-100,0,0,0,17,13,20,18
24091,1456,20240528,207,5,8528.75,86762,12353,2.95,221.99,4491,1664,151,20,20,38,0,0,268,-100,0,0,0,86,25,14,15
24092,1071,20240415,242,35,5769.555,85100,12788,16.49,135,555,642,20,216,56,14,0,0,54,-100,0,0,0,142,26,2,4
24093,1838,20240415,278,5,5769.555,313916,0,2.92,341.73,4465,1540,462,185,85,29,0,0,175,-100,0,0,0,85,32,23,6
24094,1876,20240519,313,32,1949.42,231059,8989,1.88,185.62,7538,1532,331,297,135,53,0,0,367,-100,0,0,0,0,31,4,15
24095,1466,20241228,197,1,7862.26,349082,9269,5.77,142.48,7301,1494,31,249,29,22,0,0,391,-100,0,0,0,0,47,22,17
24096,1243,20241211,64,9,4035.73,201520,8726,24.24,46.08,6283,1309,18,160,133,34,0,0,306,-100,0,0,0,129,0,20,11
24097,1490,20240121,324,5,5769.555,319709,462,14.69,353.44,4094,433,363,291,146,34,0,0,346,-100,0,0,0,135,18,3,2
24098,1761,20241012,192,30,2756.46,21929,14171,24.24,270.34,5067,169,267,69,0,48,0,0,63,-100,0,0,0,12,18,10,11
24099,1221,20240331,288,17,5647.17,341585,14850,2.11,474.668,397,898,210,260,106,25,0,0,157,-100,0,0,0,41,0,14,13
24100,1473,20240428,209,17,11274.85,427697,14805,1.71,84.26,4287,444,285,171,149,3,0,0,0,-100,0,0,0,108,31,6,6
24101,1533,20241021,134,35,3105.75,259613,9721,22.41,127.82,1020,1244,33,296,108,38,0,0,133,-100,0,0,0,15,28,6,16
24102,1494,20241225,339,12,11274.85,426388,2599,12.27,447.87,4478,91,274,175,95,68,0,0,0,-100,0,0,0,12,38,24,16
24103,1899,20240118,249,32,4402.42,496385,8906,2.74,474.668,2127,1419,392,188,43,50,0,0,223,-100,0,0,0,101,23,19,15
24105,1856,20240702,19,2,5769.555,195927,5096,2.1,67.74,240,843,61,226,24,5,0,0,280,-100,0,0,0,75,3,1,6
24106,1879,20240329,365,35,1757.63,0,0,10.43,474.668,6009,1860,297,126,46,69,0,0,279,-100,0,0,0,107,24,18,3
24107,1522,20241202,7,12,9953.19,349376,6808,22.81,474.668,3739,321,178,281,112,38,1,72619.73596,346,629.6126765601892,7.296126765601893,9953.19,87143.68315454533,133,29,0,9
24108,1012,20241008,156,2,6231.88,416933,13020,23.19,423.37,440,1883,133,45,45,15,0,0,84,-100,0,0,0,78,10,2,7
24110,1657,20241110,123,5,9324.1,385787,9998,4,381.52,6014,178,270,235,121,41,0,0,111,-100,0,0,0,0,25,8,6
24111,1449,20240105,113,5,1538.18,236979,9588,4.99,388.87,938,256,38,228,10,6,0,0,358,-100,0,0,0,0,12,1,16
24112,1192,20241210,268,20,9597.72,193148,10997,21.35,192.51,6038,363,67,75,40,48,0,0,248,-100,0,0,0,49,9,15,9
24113,1762,20240904,238,2,3668.39,45732,0,3.01,317.78,117,868,288,166,57,6,0,0,0,-100,0,0,0,64,5,11,4
24114,1114,20240516,344,22,8801.82,488495,8646,1.71,469.9,5396,189,244,50,28,48,0,0,0,-100,0,0,0,112,31,17,16
24115,1026,20240122,184,22,6905.22,278474,8403,17.63,198.76,1970,1498,181,283,42,25,0,0,160,-100,0,0,0,135,0,5,11
24116,1783,20240325,333,34,8231.75,472947,0,24.24,133.23,7689,1102,391,121,93,1,0,0,0,-100,0,0,0,35,39,22,8
24117,1499,20240617,107,2,7493.4,186266,5120,20.19,380.38,7218,1162,420,214,21,51,0,0,89,-100,0,0,0,47,3,14,5
24118,1508,20241212,377,28,9734.53,83198,9982,4.3,470.44,1245,1828,129,122,33,64,1,143859.1101106315,314,1377.8228646953833,14.778228646953831,9734.53,172630.9321327578,28,24,15,8
24119,1545,20240827,328,36,10739.99,257472,4671,11.21,284.96,5496,1687,122,274,45,0,0,0,105,-100,0,0,0,0,24,15,8
24120,1062,20240109,250,16,5416.77,273631,6517,20.51,317.35,4169,1174,157,293,51,73,0,0,197,-100,0,0,0,74,30,11,18
24121,1229,20240101,300,4,5769.555,130522,1738,6.84,151.21,610,995,403,62,62,56,0,0,267,-100,0,0,0,76,38,24,4
24122,1815,20240201,373,11,5769.555,407104,8654,12.04,197.82,3446,1950,478,234,140,29,0,0,37,-100,0,0,0,13,41,23,16
24123,1607,20240520,373,6,9775.38,220327,10233,15.74,274.04,2863,690,356,15,15,61,0,0,349,-100,0,0,0,60,49,6,9
24124,1035,20240705,202,34,11274.85,328735,0,18.14,438.1,4028,1878,199,25,25,53,0,0,256,-100,0,0,0,0,28,9,8
24126,1456,20241231,188,13,5769.555,290895,541,18.21,323.86,2050,953,195,147,72,17,0,0,393,-100,0,0,0,97,27,6,14
24128,1891,20240331,178,3,7650.71,77341,7761,20.92,277.17,2760,688,431,154,129,4,0,0,387,-100,0,0,0,105,9,4,14
24129,1502,20240924,384,10,9789.62,288323,3857,22.75,25.296,2007,642,344,267,62,71,0,0,315,-100,0,0,0,49,37,7,9
24130,1761,20241205,378,21,737.548,0,0,17.72,322.14,6884,1294,233,83,53,1,0,0,251,-100,0,0,0,142,0,6,17
24131,1595,20240620,310,27,10940.6,287763,1511,22.48,116.95,2692,1801,46,298,117,61,0,0,184,-100,0,0,0,72,18,13,16
24132,1025,20241116,194,18,783.15,312784,6024,1.99,144.17,3920,1983,290,221,88,64,0,0,169,-100,0,0,0,133,11,2,16
24133,1569,20241201,149,24,5373.46,161231,10293,3.69,474.668,1227,1672,347,116,40,1,0,0,15,-100,0,0,0,37,8,0,10
24134,1032,20240826,118,13,3345.38,153228,2569,10.41,134.8,744,1842,206,7,7,57,0,0,302,-100,0,0,0,12,25,9,16
24135,1831,20240721,125,30,11141.92,329989,5692,4.58,463.19,1354,122,192,245,16,67,0,0,0,-100,0,0,0,133,20,8,6
24136,1012,20240309,65,5,3337.96,70917,0,8.77,251.44,4784,1829,499,266,58,33,0,0,356,-100,0,0,0,21,3,8,2
